"ENSEMBL","ENTREZID","SYMBOL","GENENAME"
"ENSG00000248528",NA,NA,NA
"ENSG00000248529","101928651","LOC101928651","uncharacterized LOC101928651"
"ENSG00000248533",NA,NA,NA
"ENSG00000248537",NA,NA,NA
"ENSG00000248538","157273","LOC157273","uncharacterized LOC157273"
"ENSG00000248539",NA,NA,NA
"ENSG00000248540","283731","LOC283731","uncharacterized LOC283731"
"ENSG00000248544",NA,NA,NA
"ENSG00000248545",NA,NA,NA
"ENSG00000248550","100309464","OTX2-AS1","OTX2 antisense RNA 1 (head to head)"
"ENSG00000248551",NA,NA,NA
"ENSG00000248554",NA,NA,NA
"ENSG00000248555","101929495","LINC01339","long intergenic non-protein coding RNA 1339"
"ENSG00000248559",NA,NA,NA
"ENSG00000248567",NA,NA,NA
"ENSG00000248571",NA,NA,NA
"ENSG00000248572","100506475","EGFLAM-AS2","EGFLAM antisense RNA 2"
"ENSG00000248576",NA,NA,NA
"ENSG00000248587",NA,NA,NA
"ENSG00000248588",NA,NA,NA
"ENSG00000248592","100526772","STIMATE-MUSTN1","STIMATE-MUSTN1 readthrough"
"ENSG00000248596","643201","LOC643201","centrosomal protein 192kDa pseudogene"
"ENSG00000248597",NA,NA,NA
"ENSG00000248599","441374","FLJ42969","uncharacterized LOC441374"
"ENSG00000248600",NA,NA,NA
"ENSG00000248601",NA,NA,NA
"ENSG00000248605",NA,NA,NA
"ENSG00000248607",NA,NA,NA
"ENSG00000248624",NA,NA,NA
"ENSG00000248627",NA,NA,NA
"ENSG00000248629",NA,NA,NA
"ENSG00000248634",NA,NA,NA
"ENSG00000248636","105370027","LOC105370027","uncharacterized LOC105370027"
"ENSG00000248643","100526737","RBM14-RBM4","RBM14-RBM4 readthrough"
"ENSG00000248646",NA,NA,NA
"ENSG00000248647",NA,NA,NA
"ENSG00000248656",NA,NA,NA
"ENSG00000248663",NA,NA,NA
"ENSG00000248664",NA,NA,NA
"ENSG00000248667",NA,NA,NA
"ENSG00000248668","100874002","OXCT1-AS1","OXCT1 antisense RNA 1"
"ENSG00000248671","285407","ALG1L9P","ALG1 like 9, pseudogene"
"ENSG00000248672","100526664","LY75-CD302","LY75-CD302 readthrough"
"ENSG00000248673","104310351","LINC01331","long intergenic non-protein coding RNA 1331"
"ENSG00000248676",NA,NA,NA
"ENSG00000248677","100505625","LINC02102","long intergenic non-protein coding RNA 2102"
"ENSG00000248682",NA,NA,NA
"ENSG00000248685",NA,NA,NA
"ENSG00000248690","124906789","LOC124906789","uncharacterized LOC124906789"
"ENSG00000248692",NA,NA,NA
"ENSG00000248693",NA,NA,NA
"ENSG00000248694",NA,NA,NA
"ENSG00000248701",NA,NA,NA
"ENSG00000248703","107161159","LINC02415","long intergenic non-protein coding RNA 2415"
"ENSG00000248708",NA,NA,NA
"ENSG00000248709","124901048","LOC124901048","uncharacterized LOC124901048"
"ENSG00000248710","100174949","TRIM59-IFT80","TRIM59-IFT80 readthrough (NMD candidate)"
"ENSG00000248712","283152","CCDC153","coiled-coil domain containing 153"
"ENSG00000248713","285556","C4orf54","chromosome 4 open reading frame 54"
"ENSG00000248714",NA,NA,NA
"ENSG00000248717",NA,NA,NA
"ENSG00000248719",NA,NA,NA
"ENSG00000248724","348808","NPHP3-AS1","NPHP3 antisense RNA 1"
"ENSG00000248727","102467147","LINC01948","long intergenic non-protein coding RNA 1948"
"ENSG00000248730","100852408","EGFLAM-AS4","EGFLAM antisense RNA 4"
"ENSG00000248733",NA,NA,NA
"ENSG00000248734",NA,NA,NA
"ENSG00000248736",NA,NA,NA
"ENSG00000248738","101929237","LOC101929237","uncharacterized LOC101929237"
"ENSG00000248740",NA,NA,NA
"ENSG00000248744",NA,NA,NA
"ENSG00000248746","89","ACTN3","actinin alpha 3"
"ENSG00000248747",NA,NA,NA
"ENSG00000248749",NA,NA,NA
"ENSG00000248751",NA,NA,NA
"ENSG00000248752",NA,NA,NA
"ENSG00000248753",NA,NA,NA
"ENSG00000248757","102467212","LINC02115","long intergenic non-protein coding RNA 2115"
"ENSG00000248758",NA,NA,NA
"ENSG00000248762",NA,NA,NA
"ENSG00000248764",NA,NA,NA
"ENSG00000248767","100288524","FOXL3-OT1","FOXL3 overlapping transcript 1"
"ENSG00000248771","100505989","SMIM31","small integral membrane protein 31"
"ENSG00000248773",NA,NA,NA
"ENSG00000248774",NA,NA,NA
"ENSG00000248779",NA,NA,NA
"ENSG00000248783",NA,NA,NA
"ENSG00000248787",NA,NA,NA
"ENSG00000248789","105378960","LINC02118","long intergenic non-protein coding RNA 2118"
"ENSG00000248790",NA,NA,NA
"ENSG00000248799",NA,NA,NA
"ENSG00000248801","286189","C8orf34-AS1","C8orf34 antisense RNA 1"
"ENSG00000248802",NA,NA,NA
"ENSG00000248809","100505545","LINC01095","long intergenic non-protein coding RNA 1095"
"ENSG00000248810","100507639","LINC02432","long intergenic non-protein coding RNA 2432"
"ENSG00000248813",NA,NA,NA
"ENSG00000248816",NA,NA,NA
"ENSG00000248837","105374524","LOC105374524","uncharacterized LOC105374524"
"ENSG00000248839",NA,NA,NA
"ENSG00000248842",NA,NA,NA
"ENSG00000248844","101928443","LINC02753","long intergenic non-protein coding RNA 2753"
"ENSG00000248846",NA,NA,NA
"ENSG00000248858","441369","FLJ46284","uncharacterized LOC441369"
"ENSG00000248859","102577424","LINC01574","long intergenic non-protein coding RNA 1574"
"ENSG00000248866","643783","USP46-DT","USP46 divergent transcript"
"ENSG00000248869","105377441","LINC02511","long intergenic non-protein coding RNA 2511"
"ENSG00000248870",NA,NA,NA
"ENSG00000248871","407977","TNFSF12-TNFSF13","TNFSF12-TNFSF13 readthrough"
"ENSG00000248872","100506122","LINC02431","long intergenic non-protein coding RNA 2431"
"ENSG00000248874","439936","LINC02899","long intergenic non-protein coding RNA 2899"
"ENSG00000248876",NA,NA,NA
"ENSG00000248881",NA,NA,NA
"ENSG00000248884",NA,NA,NA
"ENSG00000248890","646576","HHIP-AS1","HHIP antisense RNA 1"
"ENSG00000248893","100124412","FAM138E","family with sequence similarity 138 member E"
"ENSG00000248896","102723313","LOC102723313","uncharacterized LOC102723313"
"ENSG00000248898",NA,NA,NA
"ENSG00000248901","105379098","LINC01846","long intergenic non-protein coding RNA 1846"
"ENSG00000248905","342184","FMN1","formin 1"
"ENSG00000248908","340107","LINC02239","long intergenic non-protein coding RNA 2239"
"ENSG00000248912",NA,NA,NA
"ENSG00000248918",NA,NA,NA
"ENSG00000248919","100526740","ATP5MF-PTCD1","ATP5MF-PTCD1 readthrough"
"ENSG00000248920","100287404","USP17L19","ubiquitin specific peptidase 17 like family member 19"
"ENSG00000248925",NA,NA,NA
"ENSG00000248927",NA,NA,NA
"ENSG00000248932","100507291","COPB2-DT","COPB2 divergent transcript"
"ENSG00000248933","100287513","USP17L22","ubiquitin specific peptidase 17 like family member 22"
"ENSG00000248935",NA,NA,NA
"ENSG00000248936",NA,NA,NA
"ENSG00000248939",NA,NA,NA
"ENSG00000248942",NA,NA,NA
"ENSG00000248943",NA,NA,NA
"ENSG00000248949",NA,NA,NA
"ENSG00000248954",NA,NA,NA
"ENSG00000248962",NA,NA,NA
"ENSG00000248964","101929470","LOC101929470","uncharacterized LOC101929470"
"ENSG00000248965",NA,NA,NA
"ENSG00000248968",NA,NA,NA
"ENSG00000248969",NA,NA,NA
"ENSG00000248973","107986400","LOC107986400","uncharacterized LOC107986400"
"ENSG00000248975",NA,NA,NA
"ENSG00000248980",NA,NA,NA
"ENSG00000248984",NA,NA,NA
"ENSG00000248990",NA,NA,NA
"ENSG00000248991","105377488","LOC105377488","uncharacterized LOC105377488"
"ENSG00000248993",NA,NA,NA
"ENSG00000248994",NA,NA,NA
"ENSG00000248995","109729131","LINC02231","long intergenic non-protein coding RNA 2231"
"ENSG00000248996",NA,NA,NA
"ENSG00000249000",NA,NA,NA
"ENSG00000249001",NA,NA,NA
"ENSG00000249007",NA,NA,NA
"ENSG00000249008",NA,NA,NA
"ENSG00000249016",NA,NA,NA
"ENSG00000249017",NA,NA,NA
"ENSG00000249020",NA,NA,NA
"ENSG00000249021",NA,NA,NA
"ENSG00000249022",NA,NA,NA
"ENSG00000249023",NA,NA,NA
"ENSG00000249028",NA,NA,NA
"ENSG00000249035","101927096","CLMAT3","colorectal liver metastasis associated transcript 3"
"ENSG00000249036",NA,NA,NA
"ENSG00000249041",NA,NA,NA
"ENSG00000249042",NA,NA,NA
"ENSG00000249049",NA,NA,NA
"ENSG00000249052",NA,NA,NA
"ENSG00000249054","677784","FAM138D","family with sequence similarity 138 member D"
"ENSG00000249057",NA,NA,NA
"ENSG00000249061",NA,NA,NA
"ENSG00000249066","105377248","LINC02496","long intergenic non-protein coding RNA 2496"
"ENSG00000249069","104355136","LINC01033","long intergenic non-protein coding RNA 1033"
"ENSG00000249071",NA,NA,NA
"ENSG00000249073","105664404","WSPAR","WNT signaling pathway activating non-coding RNA"
"ENSG00000249082","101927953","EPIST","esophagus epithelial intergenic associated transcript"
"ENSG00000249084",NA,NA,NA
"ENSG00000249085",NA,NA,NA
"ENSG00000249086",NA,NA,NA
"ENSG00000249087","148898","ZNF436-AS1","ZNF436 antisense RNA 1"
"ENSG00000249091",NA,NA,NA
"ENSG00000249094",NA,NA,NA
"ENSG00000249096",NA,NA,NA
"ENSG00000249099",NA,NA,NA
"ENSG00000249100",NA,NA,NA
"ENSG00000249102",NA,NA,NA
"ENSG00000249104","100287327","USP17L17","ubiquitin specific peptidase 17 like family member 17"
"ENSG00000249106","101928590","GPM6A-DT","GPM6A divergent transcript"
"ENSG00000249109","124906529","LOC124906529","uncharacterized LOC124906529"
"ENSG00000249111",NA,NA,NA
"ENSG00000249112",NA,NA,NA
"ENSG00000249114",NA,NA,NA
"ENSG00000249115","23354","HAUS5","HAUS augmin like complex subunit 5"
"ENSG00000249116",NA,NA,NA
"ENSG00000249122",NA,NA,NA
"ENSG00000249125",NA,NA,NA
"ENSG00000249128","102467225","LINC02215","long intergenic non-protein coding RNA 2215"
"ENSG00000249131",NA,NA,NA
"ENSG00000249139","100526773","EPPIN-WFDC6","EPPIN-WFDC6 readthrough"
"ENSG00000249141",NA,NA,NA
"ENSG00000249145","105374374","LINC02517","long intergenic non-protein coding RNA 2517"
"ENSG00000249150",NA,NA,NA
"ENSG00000249152",NA,NA,NA
"ENSG00000249153",NA,NA,NA
"ENSG00000249156","112488739","TAF11L12","TATA-box binding protein associated factor 11 like 12"
"ENSG00000249158","56138","PCDHA11","protocadherin alpha 11"
"ENSG00000249159",NA,NA,NA
"ENSG00000249160","389273","LINC02213","long intergenic non-protein coding RNA 2213"
"ENSG00000249163","105370474","PRPF39-DT","PRPF39 divergent transcript"
"ENSG00000249166",NA,NA,NA
"ENSG00000249167","105379132","SEMA6A-AS2","SEMA6A antisense RNA 2"
"ENSG00000249169",NA,NA,NA
"ENSG00000249171",NA,NA,NA
"ENSG00000249173","100506229","LINC01093","long intergenic non-protein coding RNA 1093"
"ENSG00000249174",NA,NA,NA
"ENSG00000249175",NA,NA,NA
"ENSG00000249180",NA,NA,NA
"ENSG00000249184","105377488","LOC105377488","uncharacterized LOC105377488"
"ENSG00000249186",NA,NA,NA
"ENSG00000249196","283352","TMEM132D-AS1","TMEM132D antisense RNA 1"
"ENSG00000249198",NA,NA,NA
"ENSG00000249199",NA,NA,NA
"ENSG00000249201","101928857","TERLR1","TERT regulating lncRNA 1"
"ENSG00000249203",NA,NA,NA
"ENSG00000249207",NA,NA,NA
"ENSG00000249209",NA,NA,NA
"ENSG00000249216",NA,NA,NA
"ENSG00000249219",NA,NA,NA
"ENSG00000249222","267020","ATP5MGL","ATP synthase membrane subunit g like"
"ENSG00000249225",NA,NA,NA
"ENSG00000249228",NA,NA,NA
"ENSG00000249231","643714","CASC16","cancer susceptibility 16"
"ENSG00000249234",NA,NA,NA
"ENSG00000249236","105378976","LOC105378976","uncharacterized LOC105378976"
"ENSG00000249240",NA,NA,NA
"ENSG00000249241","101060498","LINC02265","long intergenic non-protein coding RNA 2265"
"ENSG00000249242","441027","TMEM150C","transmembrane protein 150C"
"ENSG00000249249",NA,NA,NA
"ENSG00000249252","101929095","C1QTNF7-AS1","C1QTNF7 antisense RNA 1"
"ENSG00000249258",NA,NA,NA
"ENSG00000249261",NA,NA,NA
"ENSG00000249267","400084","LINC00939","long intergenic non-protein coding RNA 939"
"ENSG00000249269",NA,NA,NA
"ENSG00000249275",NA,NA,NA
"ENSG00000249276",NA,NA,NA
"ENSG00000249279","105378992","LINC02057","long intergenic non-protein coding RNA 2057"
"ENSG00000249290",NA,NA,NA
"ENSG00000249293",NA,NA,NA
"ENSG00000249295","101928924","LOC101928924","uncharacterized LOC101928924"
"ENSG00000249297","105377536","LINC02174","long intergenic non-protein coding RNA 2174"
"ENSG00000249304",NA,NA,NA
"ENSG00000249306","101928176","LINC01411","long intergenic non-protein coding RNA 1411"
"ENSG00000249307","100505875","LINC01088","long intergenic non-protein coding RNA 1088"
"ENSG00000249309",NA,NA,NA
"ENSG00000249310","100874530","APOBEC3B-AS1","APOBEC3B antisense RNA 1"
"ENSG00000249317","105377480","LOC105377480","uncharacterized LOC105377480"
"ENSG00000249318",NA,NA,NA
"ENSG00000249319",NA,NA,NA
"ENSG00000249326","101929081","CTD-2194D22.4","uncharacterized LOC101929081"
"ENSG00000249328","101927040","LOC101927040","uncharacterized LOC101927040"
"ENSG00000249330",NA,NA,NA
"ENSG00000249332",NA,NA,NA
"ENSG00000249334",NA,NA,NA
"ENSG00000249335",NA,NA,NA
"ENSG00000249341","100506444","LOC100506444","uncharacterized LOC100506444"
"ENSG00000249343","101929082","LINC01333","long intergenic non-protein coding RNA 1333"
"ENSG00000249345","101927592","LINC02405","long intergenic non-protein coding RNA 2405"
"ENSG00000249346","100507584","LINC01016","long intergenic non-protein coding RNA 1016"
"ENSG00000249348","100885776","UGDH-AS1","UGDH antisense RNA 1"
"ENSG00000249349",NA,NA,NA
"ENSG00000249352",NA,NA,NA
"ENSG00000249359",NA,NA,NA
"ENSG00000249362","111082994","LINC02488","long intergenic non-protein coding RNA 2488"
"ENSG00000249364","101928858","LINC02997","long intergenic non-protein coding RNA 2997"
"ENSG00000249373",NA,NA,NA
"ENSG00000249375","100270680","CASC11","cancer susceptibility 11"
"ENSG00000249378","401164","LINC01060","long intergenic non-protein coding RNA 1060"
"ENSG00000249379",NA,NA,NA
"ENSG00000249381",NA,NA,NA
"ENSG00000249382","105377245","LINC02619","long intergenic non-protein coding RNA 2619"
"ENSG00000249383","101927274","LINC02071","long intergenic non-protein coding RNA 2071"
"ENSG00000249388",NA,NA,NA
"ENSG00000249392",NA,NA,NA
"ENSG00000249395","101805492","CASC9","cancer susceptibility 9"
"ENSG00000249396","101929412","LINC02212","long intergenic non-protein coding RNA 2212"
"ENSG00000249403",NA,NA,NA
"ENSG00000249404",NA,NA,NA
"ENSG00000249405",NA,NA,NA
"ENSG00000249406",NA,NA,NA
"ENSG00000249407",NA,NA,NA
"ENSG00000249409",NA,NA,NA
"ENSG00000249412",NA,NA,NA
"ENSG00000249413",NA,NA,NA
"ENSG00000249417",NA,NA,NA
"ENSG00000249419","101928052","LOC101928052","uncharacterized LOC101928052"
"ENSG00000249421","103689846","ADAMTS19-AS1","ADAMTS19 antisense RNA 1"
"ENSG00000249425",NA,NA,NA
"ENSG00000249426",NA,NA,NA
"ENSG00000249429",NA,NA,NA
"ENSG00000249436","100996645","LNCBRM","lncRNA SMARCA2 (BRM) associated"
"ENSG00000249437","4671","NAIP","NLR family apoptosis inhibitory protein"
"ENSG00000249441",NA,NA,NA
"ENSG00000249451",NA,NA,NA
"ENSG00000249453",NA,NA,NA
"ENSG00000249456",NA,NA,NA
"ENSG00000249458",NA,NA,NA
"ENSG00000249459",NA,NA,NA
"ENSG00000249460",NA,NA,NA
"ENSG00000249463",NA,NA,NA
"ENSG00000249464","285419","LINC01091","long intergenic non-protein coding RNA 1091"
"ENSG00000249471","388569","ZNF324B","zinc finger protein 324B"
"ENSG00000249474",NA,NA,NA
"ENSG00000249476","285638","LOC285638","uncharacterized LOC285638"
"ENSG00000249478",NA,NA,NA
"ENSG00000249479",NA,NA,NA
"ENSG00000249481","221409","SPATS1","spermatogenesis associated serine rich 1"
"ENSG00000249483",NA,NA,NA
"ENSG00000249484","101927134","LINC01470","long intergenic non-protein coding RNA 1470"
"ENSG00000249487","101929743","LINC01586","long intergenic non-protein coding RNA 1586"
"ENSG00000249490",NA,NA,NA
"ENSG00000249491",NA,NA,NA
"ENSG00000249492",NA,NA,NA
"ENSG00000249494",NA,NA,NA
"ENSG00000249497","101927207","LINC02075","long intergenic non-protein coding RNA 2075"
"ENSG00000249500","101928151","LINC01179","long intergenic non-protein coding RNA 1179"
"ENSG00000249502",NA,NA,NA
"ENSG00000249509",NA,NA,NA
"ENSG00000249513",NA,NA,NA
"ENSG00000249515",NA,NA,NA
"ENSG00000249519",NA,NA,NA
"ENSG00000249521","101929153","LINC02114","long intergenic non-protein coding RNA 2114"
"ENSG00000249526",NA,NA,NA
"ENSG00000249532","109864269","MIR302CHG","miR-302/367 cluster host gene"
"ENSG00000249534","101928776","LINC01258","long intergenic non-protein coding RNA 1258"
"ENSG00000249545",NA,NA,NA
"ENSG00000249547",NA,NA,NA
"ENSG00000249550","100506465","LINC01234","long intergenic non-protein coding RNA 1234"
"ENSG00000249551",NA,NA,NA
"ENSG00000249553","100874361","PPP2R2B-IT1","PPP2R2B intronic transcript 1"
"ENSG00000249568",NA,NA,NA
"ENSG00000249572",NA,NA,NA
"ENSG00000249574","442497","LOC442497","uncharacterized LOC442497"
"ENSG00000249581","645104","CLRN2","clarin 2"
"ENSG00000249584","101928539","LINC02225","long intergenic non-protein coding RNA 2225"
"ENSG00000249588",NA,NA,NA
"ENSG00000249590",NA,NA,NA
"ENSG00000249592","100129917","PCGF3-AS1","PCGF3 antisense RNA 1"
"ENSG00000249593",NA,NA,NA
"ENSG00000249599","100507012","BMPR1B-DT","BMPR1B divergent transcript"
"ENSG00000249601",NA,NA,NA
"ENSG00000249602",NA,NA,NA
"ENSG00000249604",NA,NA,NA
"ENSG00000249605",NA,NA,NA
"ENSG00000249609",NA,NA,NA
"ENSG00000249610",NA,NA,NA
"ENSG00000249613","105377355","LINC02173","long intergenic non-protein coding RNA 2173"
"ENSG00000249614",NA,NA,NA
"ENSG00000249618","107986313","LINC02465","long intergenic non-protein coding RNA 2465"
"ENSG00000249621",NA,NA,NA
"ENSG00000249623",NA,NA,NA
"ENSG00000249624",NA,NA,NA
"ENSG00000249628","100292680","LINC00942","long intergenic non-protein coding RNA 942"
"ENSG00000249631","107986178","LOC107986178","uncharacterized LOC107986178"
"ENSG00000249635","101929577","LOC101929577","uncharacterized LOC101929577"
"ENSG00000249637",NA,NA,NA
"ENSG00000249638",NA,NA,NA
"ENSG00000249639",NA,NA,NA
"ENSG00000249641","100874366","HOXC13-AS","HOXC13 antisense RNA"
"ENSG00000249642","105377603","LOC105377603","uncharacterized LOC105377603"
"ENSG00000249647","340073","LINC02900","long intergenic non-protein coding RNA 2900"
"ENSG00000249650",NA,NA,NA
"ENSG00000249655",NA,NA,NA
"ENSG00000249658",NA,NA,NA
"ENSG00000249662","102723526","LINC02218","long intergenic non-protein coding RNA 2218"
"ENSG00000249664",NA,NA,NA
"ENSG00000249667","106144599","LINC01259","long intergenic non-protein coding RNA 1259"
"ENSG00000249669",NA,NA,NA
"ENSG00000249673",NA,NA,NA
"ENSG00000249675",NA,NA,NA
"ENSG00000249678",NA,NA,NA
"ENSG00000249679",NA,NA,NA
"ENSG00000249684",NA,NA,NA
"ENSG00000249685",NA,NA,NA
"ENSG00000249688",NA,NA,NA
"ENSG00000249690","729558","LOC729558","uncharacterized LOC729558"
"ENSG00000249693","100506564","THEGL","theg spermatid protein like"
"ENSG00000249695","574538","LOC574538","uncharacterized LOC574538"
"ENSG00000249697",NA,NA,NA
"ENSG00000249699","101929199","LINC02261","long intergenic non-protein coding RNA 2261"
"ENSG00000249700","100506462","SRD5A3-AS1","SRD5A3 antisense RNA 1"
"ENSG00000249706",NA,NA,NA
"ENSG00000249708",NA,NA,NA
"ENSG00000249709","163050","ZNF564","zinc finger protein 564"
"ENSG00000249710","101929353","DDIT4L-AS1","DDIT4L antisense RNA 1"
"ENSG00000249713","101929109","LOC101929109","uncharacterized LOC101929109"
"ENSG00000249715","90342","FER1L5","fer-1 like family member 5"
"ENSG00000249717","100507388","PARM1-AS1","PARM1 antisense RNA 1"
"ENSG00000249722",NA,NA,NA
"ENSG00000249725",NA,NA,NA
"ENSG00000249727",NA,NA,NA
"ENSG00000249731",NA,NA,NA
"ENSG00000249736","105379006","LINC02242","long intergenic non-protein coding RNA 2242"
"ENSG00000249737",NA,NA,NA
"ENSG00000249738","285626","LOC285626","uncharacterized LOC285626"
"ENSG00000249740","101926904","LINC01265","long intergenic non-protein coding RNA 1265"
"ENSG00000249742",NA,NA,NA
"ENSG00000249743",NA,NA,NA
"ENSG00000249746",NA,NA,NA
"ENSG00000249747",NA,NA,NA
"ENSG00000249748","100506406","CAPSL-DT","CAPSL divergent transcript"
"ENSG00000249751","641700","ECSCR","endothelial cell surface expressed chemotaxis and apoptosis regulator"
"ENSG00000249752",NA,NA,NA
"ENSG00000249753",NA,NA,NA
"ENSG00000249771",NA,NA,NA
"ENSG00000249772",NA,NA,NA
"ENSG00000249773",NA,NA,NA
"ENSG00000249776",NA,NA,NA
"ENSG00000249781","285692","LINC02112","long intergenic non-protein coding RNA 2112"
"ENSG00000249782","105374647","LOC105374647","uncharacterized LOC105374647"
"ENSG00000249784","677770","SCARNA22","small Cajal body-specific RNA 22"
"ENSG00000249785","105374698","LINC02103","long intergenic non-protein coding RNA 2103"
"ENSG00000249786",NA,NA,NA
"ENSG00000249787","105379100","LOC105379100","uncharacterized LOC105379100"
"ENSG00000249790",NA,NA,NA
"ENSG00000249791",NA,NA,NA
"ENSG00000249792",NA,NA,NA
"ENSG00000249797",NA,NA,NA
"ENSG00000249803","124901076","LOC124901076","uncharacterized LOC124901076"
"ENSG00000249806",NA,NA,NA
